naziv_usluge;maloprodajna_cijena_eur;posebni_oblik_prodaje;naziv_posebnog_oblika_prodaje;sidrena_cijena_eur;datum_sidrene_cijene
"Uvodno savjetovanje, najmanje 90 minuta";200,00;ne;;200,00;10.09.2026.
